Time,Comment,Scramble,Date
79.64619994163513,"",U2 R L2 B' L2 R2 U2 F D2 F' R U2 R2 D U' L' F D2 R',2024-05-09 10:23:21 +0000
77.79350507259369,"",B U2 R2 F' U2 B D2 B2 U L' D' F' L2 R U2 L F' R2 D2,2024-08-04 10:51:29 +0000
67.97055101394653,"",D' L2 U' F L2 B2 R' F2 D2 U2 R' D U R U' B2 L2 D2,2024-07-21 08:19:14 +0000
65.4312310218811,"",B2 U2 L2 U' F2 D' U2 F2 B L2 F L2 R D R' D2 L R D2,2024-07-15 09:20:01 +0000
73.61013400554657,"",U2 L2 D2 L2 U' R' B U F2 L2 F D B' D' L B,2024-05-28 14:46:49 +0000
58.37959897518158,"",D2 R2 F2 D R D2 R2 F2 L U2 R2 F2 U' B R' B' L' R2 D,2024-07-06 09:05:12 +0000
73.28267300128937,"",B D' F2 R2 U' L' D L' U L F2 R2 U' R2 B2 D' B',2024-05-28 13:55:42 +0000
62.07069492340088,"",U' B2 D2 F2 U' L2 B2 D F2 U' F2 R D B D U R B L R,2024-05-27 09:29:56 +0000
85.63127100467682,"",B2 U2 R2 B2 R' U2 R2 B2 U' B' L' F2 D F' U R' U R2 F,2024-05-12 10:33:50 +0000
72.97868406772614,"",R2 B' F' D2 F U2 R2 B' R2 F' D' R' F2 U' L2 F' L' U' F' U',2024-05-25 14:23:13 +0000
64.89751100540161,"",R' U R L' B D2 B2 R D R2 F2 L2 F2 L2 B2 D B' L' U',2024-05-17 11:04:33 +0000
58.445675015449524,"",F D2 R D L2 F' D2 F2 R2 B' D2 R' D F' L' D' L2 R2,2024-05-24 16:54:00 +0000
79.09724700450897,"",L' F2 L2 B' D2 F' L2 U2 F' D F2 L' D' L2 D' R2 B L R2,2024-05-18 13:14:06 +0000
60.26294302940369,"",F2 U' B2 R2 U' R2 B' R U' B R' U2 R F R' B' R F2,2024-05-25 06:58:44 +0000
63.512439012527466,"",U2 R2 D2 L2 U' B2 D L D2 R D' B2 L D B' D B',2024-05-19 09:17:54 +0000
60.518221974372864,"",R2 D' R2 U L2 D L2 F2 U2 R2 L D2 R' D' R' F' D' B2,2025-07-05 11:39:42 +0000
66.29831004142761,"",U2 B' L' B2 R' U2 R2 D2 R2 F2 R' F' D B2 D' B L2 U R,2024-05-20 08:26:30 +0000
51.386340975761414,"",L2 F R' F2 L D R' B2 U' B' L2 B2 R2 F2 R U2 D2 L' U,2024-05-26 14:44:17 +0000
63.80516004562378,"",R2 U' R2 U2 L2 U2 B2 D' R' F' U' B D' L2 F2 U2 B' L R,2024-06-08 11:13:19 +0000
54.668944001197815,"",B2 L' F2 L2 D' L2 U' F2 U2 R2 U B2 R D' B' F2 U F2 D2 F',2025-06-21 14:43:10 +0000
72.41648602485657,"",D2 R D2 U2 R U2 F2 L' U F2 U B' L' D L' D' F2 L2 U',2024-12-26 14:46:35 +0000
41.23068594932556,"",D' B L2 F2 R2 F U2 L2 U' L2 U2 R' F R D B2 L' R2,2024-08-20 10:31:06 +0000
56.040265917778015,"",F R2 F R2 F' D2 B L2 D2 L R' D' B' D2 U F' R U2 L',2024-07-01 12:35:53 +0000
50.89317798614502,"",D L2 F2 D2 L B2 L' U2 R' F2 U L U B2 F R' U2 F' R,2024-08-19 11:40:38 +0000
88.25923907756805,"",U2 L2 F2 R2 F' R2 B' L U' R D' U B D B2 F' R',2024-06-20 07:46:10 +0000
